,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
0,-0.8890188354348115,-0.8924211349365875,0.3161087635596359,-1.612479758722208,0.8921085868747012,0
1,-0.4052736250407096,-0.40783138486052495,-1.5931805381702844,-0.19616488186628736,0.40652080413060476,0
2,0.04391835477318911,0.04214481271077497,0.2861097941828288,1.2669901742513587,-0.04438213698891294,0
3,-0.7508059192686724,-0.7539669208945233,-0.2581751187077695,-1.0942440773468436,0.7533692203763874,0
4,0.734982939016414,0.7344158845085887,0.7770893586669012,1.53182216800402,-0.7380789694804782,0
5,-0.09429456324917893,-0.0963094016081236,-1.1542387063103563,-0.38456070560209915,0.09435722950940086,0
6,0.5967700221415074,0.5959616701194619,-0.1926285125971654,-0.12895370945489065,-0.5993396029821644,0
7,-0.681699459289635,-0.6847398129531719,-0.39563688390996593,-0.47132207146672267,0.6839995371272312,0
8,1.0805152318373852,1.080551420588343,-0.5672535035170488,0.8786701471383014,-1.084927385726261,0
9,1.149621690195496,1.149778527779587,0.3230138499377388,1.104501612656912,-1.154297068975417,0
10,-0.16340102050069424,-0.16553650895558747,-0.8294599784941882,-1.3664104688214724,0.16372691275855714,0
11,1.0459620024853826,1.045937867003873,-0.2341301077054526,0.6752352839420263,-1.050242544101682,1
12,0.0784715839138306,0.0767583660337518,2.3721494164601085,0.7783119638558357,-0.07906697861349046,0
13,0.28579095941409033,0.28443968755714416,-0.09673910731151153,0.020328916005344914,-0.28717602836096057,0
14,-0.33616716855977247,-0.33860427728155706,-0.7244178805712671,1.4608358956489824,0.33715112088144844,0
15,2.0549162965005836,2.0566536323114954,2.347172271122038,-0.5516017780450289,-2.063039919539368,1
16,1.360396388688123,1.3609212047920214,-1.3552817539711384,-0.004032748351476925,-1.3658746028853443,0
17,-0.5434865441154934,-0.5462855986628175,-0.6064556485688981,-1.467676095527466,0.5452601706289185,0
18,-2.3402544711870936,-2.3461903895183265,0.016659338463718185,0.9485924909049439,2.348871935106988,0
19,0.9042937626577523,0.904022297184507,-0.13497280676906734,0.6755570827520683,-0.9080346934409111,0
20,-1.3727640468815225,-1.3770108871301114,0.8202810024404404,0.8874823190880203,1.3776963696187965,0
21,-1.3036575853129422,-1.3077837790084146,0.37911450875081854,0.9617230566743902,1.3083266863696401,0
22,-0.33616716855977247,-0.33860427728155706,-0.7532875442094791,1.66614230029456,0.33715112088144844,0
23,0.8386426270509576,0.8382565453388704,-1.735431046855131,1.048372453903549,-0.842133494354212,0
24,-0.1288477920362276,-0.13092295580738306,0.06819355633445481,-1.2272184904942713,0.1290420711339784,0
25,0.0784715839138306,0.0767583660337518,-0.874731932684042,1.628200955449495,-0.07906697861349046,0
26,-0.19795425023197052,-0.20015006292694015,-1.1293078825137415,1.1235060432579447,0.1984117543831359,0
27,-0.944304004742302,-0.947802819586104,-0.43183192853970837,-0.4203875875828956,0.9476043334740265,0
28,-1.027231750833863,-1.0308753488086264,-0.9200762768054639,-1.5826094244975293,1.0308479533730137,0
29,-0.44673750050857197,-0.4493676489402403,0.6531151994527937,-0.6346420247922867,0.44814261408009903,0
30,0.32034418794041036,0.3190532413812042,0.1863809402302533,1.1373449013174917,-0.3218608699855381,0
